Year,LandslideID,Zone,QuadratID,Species_Jp,Coverage_%,Max_H_cm,Species type,Moisture type
2018,Habiu,Transport,C,Ocatranoo,5,10,Open land species,Moderate
2018,Habiu,Transport,C,Yabumame,1,5,Open land species,Moderate
2018,Habiu,Transport,C,Karamatsu,1,1,Woody species,Woody species
2018,Habiu,Transport,C,Amerika Oniazami,1,5,Open land species,Dry
2018,Habiu,Transport,C,Naginata Koju,20,20,Open land species,Dry
2018,Habiu,Transport,C,Udaikanba,1,10,Woody species,Woody species
2018,Habiu,Transport,C,Otokoeshi,1,5,Open land species,Moderate
2018,Habiu,Transport,C,Tsurunigakusa,1,15,Forest species,Wet
2018,Habiu,Transport,C,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Habiu,Transport,C,Akitabuki,1,5,Generalist species,Moderate
2018,Habiu,Transport,D,Akitabuki,5,10,Generalist species,Moderate
2018,Habiu,Transport,D,Ezo ichigo,1,20,Woody species,Woody species
2018,Habiu,Transport,D,Harujion,1,40,Open land species,Moderate
2018,Habiu,Transport,D,Ocatranoo,1,10,Open land species,Moderate
2018,Habiu,Transport,D,Ooyomogi,5,20,Open land species,Dry
2018,Habiu,Transport,D,Amerika Oniazami,10,10,Open land species,Dry
2018,Habiu,Transport,D,Seiyotampopo,1,10,Open land species,Dry
2018,Habiu,Transport,D,Naginata Koju,5,15,Open land species,Dry
2018,Habiu,Transport,D,Himemukashiyomogi,1,15,Open land species,Dry
2018,Habiu,Transport,D,Higokusa,10,40,Generalist species,Moderate
2018,Habiu,Transport,D,Poaceae sp5,1,20,Unknown,Unknown
2018,Habiu,Transport,D,Poaceae sp6,1,30,Unknown,Unknown
2018,Habiu,Transport,D,Udaikanba,1,10,Woody species,Woody species
2018,Habiu,Transport,D,Onoe willow,1,5,Woody species,Woody species
2018,Habiu,Transport,D,Otokoeshi,1,5,Open land species,Moderate
2018,Habiu,Transport,D,Legumines sp3,1,10,Unknown,Unknown
2018,Habiu,Transport,D,Yotsubahiyodori,1,5,Open land species,Moderate
2018,Habiu,Transport,D,Unknown 5,1,10,Unknown,Unknown
2018,Habiu,Transport,D,Ainutachitsubo violets,1,10,Generalist species,Dry
2018,Habiu,Deposition,A,Ooyomogi,5,15,Open land species,Dry
2018,Habiu,Deposition,A,Higokusa,10,30,Generalist species,Moderate
2018,Habiu,Deposition,A,Amerika Oniazami,1,5,Open land species,Dry
2018,Habiu,Deposition,A,Kumaizasa,5,20,Generalist species,Moderate
2018,Habiu,Deposition,A,Udaikanba,5,5,Woody species,Woody species
2018,Habiu,Deposition,A,Kumaichigo,5,10,Woody species,Woody species
2018,Habiu,Deposition,A,Ezo ichigo,1,30,Woody species,Woody species
2018,Habiu,Deposition,A,Mizunara,1,10,Woody species,Woody species
2018,Habiu,Deposition,A,Karamatsu,1,10,Woody species,Woody species
2018,Habiu,Deposition,A,Taranoki,1,15,Woody species,Woody species
2018,Habiu,Deposition,A,Ocatranoo,1,10,Open land species,Moderate
2018,Habiu,Deposition,A,Ainutachitsubo violets,1,10,Generalist species,Dry
2018,Habiu,Deposition,A,Nekonomeso,1,5,Forest species,Wet
2018,Habiu,Deposition,A,Yamamomiji,1,5,Woody species,Woody species
2018,Habiu,Deposition,B,Hanatade,5,50,Forest species,Wet
2018,Habiu,Deposition,B,Naginata Koju,10,70,Open land species,Dry
2018,Habiu,Deposition,B,Himemukashiyomogi,5,40,Open land species,Dry
2018,Habiu,Deposition,B,Akitabuki,75,50,Generalist species,Moderate
2018,Habiu,Deposition,B,Yabumame,1,10,Open land species,Moderate
2018,Habiu,Deposition,B,Ocatranoo,1,5,Open land species,Moderate
2018,Habiu,Deposition,B,Violets SP2,5,5,Unknown,Unknown
2018,Habiu,Deposition,B,Kurumabasou,10,20,Forest species,Moderate
2018,Habiu,Deposition,B,Kikumugura,5,20,Forest species,Moderate
2018,Habiu,Deposition,B,Ebigaraichigo,1,40,Woody species,Woody species
2018,Habiu,Deposition,B,Aomizu,5,10,Forest species,Wet
2018,Habiu,Deposition,B,Katabami,1,10,Open land species,Dry
2018,Habiu,Deposition,B,Sansho,1,40,Woody species,Woody species
2018,Habiu,Deposition,B,Yamanigana,1,20,Forest species,Moderate
2018,Habiu,Deposition,B,Higokusa,50,40,Generalist species,Moderate
2018,Habiu,Deposition,B,Kumaichigo,1,20,Woody species,Woody species
2018,Habiu,Deposition,B,Tsurunigakusa,1,20,Forest species,Wet
2018,Habiu,Deposition,B,Kumaizasa,5,20,Generalist species,Moderate
2018,Habiu,Deposition,B,Noborogiku,1,10,Open land species,Dry
2018,Habiu,Deposition,C,Hangonsou,40,190,Open land species,Dry
2018,Habiu,Deposition,C,Akitabuki,10,40,Generalist species,Moderate
2018,Habiu,Deposition,C,Kumaizasa,30,60,Generalist species,Moderate
2018,Habiu,Deposition,C,Nomurasaki,20,80,Open land species,Dry
2018,Habiu,Deposition,C,Yotsubahiyodori,1,40,Open land species,Moderate
2018,Habiu,Deposition,C,Sansho,1,40,Woody species,Woody species
2018,Habiu,Deposition,C,Tsurunigakusa,1,20,Forest species,Wet
2018,Habiu,Deposition,C,Violets SP2,20,10,Unknown,Unknown
2018,Habiu,Deposition,C,Mizunara,1,5,Woody species,Woody species
2018,Habiu,Deposition,C,Ocatranoo,10,10,Open land species,Moderate
2018,Habiu,Deposition,C,Katabami,20,15,Open land species,Dry
2018,Habiu,Deposition,C,Irakusa,1,20,Forest species,Wet
2018,Habiu,Deposition,C,Naginata Koju,1,10,Open land species,Dry
2018,Habiu,Deposition,C,Poaceae sp5,1,10,Unknown,Unknown
2018,Habiu,Deposition,C,Ooyomogi,1,40,Open land species,Dry
2018,Habiu,Deposition,C,Aomizu,1,20,Forest species,Wet
2018,Habiu,Deposition,C,Higokusa,20,20,Generalist species,Moderate
2018,Habiu,Deposition,C,Otokoeshi,5,5,Open land species,Moderate
2018,Habiu,Deposition,C,Himemukashiyomogi,1,5,Open land species,Dry
2018,Habiu,Deposition,C,Kikumugura,1,10,Forest species,Moderate
2018,Habiu,Deposition,C,Yabumame,1,10,Open land species,Moderate
2018,Habiu,Deposition,D,Akitabuki,80,60,Generalist species,Moderate
2018,Habiu,Deposition,D,Yotsubahiyodori,5,40,Open land species,Moderate
2018,Habiu,Deposition,D,Taranoki,5,40,Woody species,Woody species
2018,Habiu,Deposition,D,Aomizu,80,30,Forest species,Wet
2018,Habiu,Deposition,D,Violets SP2,10,10,Unknown,Unknown
2018,Habiu,Deposition,D,Otokoyomogi,5,10,Open land species,Dry
2018,Habiu,Deposition,D,Sansho,1,40,Woody species,Woody species
2018,Habiu,Deposition,D,Himemukashiyomogi,1,40,Open land species,Dry
2018,Habiu,Deposition,D,Kumaizasa,5,30,Generalist species,Moderate
2018,Habiu,Deposition,D,Harutade,10,40,Open land species,Dry
2018,Habiu,Deposition,D,Higokusa,1,20,Generalist species,Moderate
2018,Habiu,Deposition,D,Unknown 6,5,5,Unknown,Unknown
2018,Towa,Initiation,A,-,-,-,Unknown,Unknown
2018,Towa,Initiation,B,Asada,1,10,Woody species,Woody species
2018,Towa,Initiation,B,Yamahagi,1,5,Woody species,Woody species
2018,Towa,Initiation,C,Seitakaawadachisou,5,50,Open land species,Dry
2018,Towa,Initiation,C,Ocatranoo,1,10,Open land species,Moderate
2018,Towa,Initiation,C,Unknown7,1,1,Unknown,Unknown
2018,Towa,Initiation,C,Kumaichigo,10,20,Woody species,Woody species
2018,Towa,Initiation,C,Kion,1,10,Open land species,Moderate
2018,Towa,Initiation,C,Suge SP,5,15,Unknown,Unknown
2018,Towa,Initiation,C,Udaikanba,1,5,Woody species,Woody species
2018,Towa,Initiation,C,Asada,1,5,Woody species,Woody species
2018,Towa,Initiation,D,Ooawadachisou,1,50,Open land species,Dry
2018,Towa,Initiation,D,Seitakaawadachisou,1,50,Open land species,Dry
2018,Towa,Initiation,D,Himemukashiyomogi,1,40,Open land species,Dry
2018,Towa,Initiation,D,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Initiation,D,Yabutabako,1,1,Open land species,Moderate
2018,Towa,Initiation,D,Naginata Koju,5,5,Open land species,Dry
2018,Towa,Initiation,D,Otogirisou,1,10,Open land species,Moderate
2018,Towa,Initiation,D,Kion,5,10,Open land species,Moderate
2018,Towa,Initiation,D,Tanisoba,1,5,Open land species,Wet
2018,Towa,Initiation,D,Kumaichigo,10,20,Woody species,Woody species
2018,Towa,Initiation,D,Ocatranoo,1,20,Open land species,Moderate
2018,Towa,Initiation,D,Suge SP,1,15,Unknown,Unknown
2018,Towa,Initiation,D,Udaikanba,1,5,Woody species,Woody species
2018,Towa,Transport,A,Enashihigokusa,1,20,Generalist species,Moderate
2018,Towa,Transport,A,Suge SP,1,15,Unknown,Unknown
2018,Towa,Transport,A,Seitakaawadachisou,5,130,Open land species,Dry
2018,Towa,Transport,A,Himemukashiyomogi,1,20,Open land species,Dry
2018,Towa,Transport,A,Ocatranoo,1,10,Open land species,Moderate
2018,Towa,Transport,A,Tanisoba,1,1,Open land species,Wet
2018,Towa,Transport,A,Naginata Koju,5,5,Open land species,Dry
2018,Towa,Transport,A,Kion,1,5,Open land species,Moderate
2018,Towa,Transport,A,Unknown8,1,5,Unknown,Unknown
2018,Towa,Transport,A,Kumaichigo,5,20,Woody species,Woody species
2018,Towa,Transport,A,Ainutachitsubo violets,1,1,Generalist species,Dry
2018,Towa,Transport,B,Mizunara,1,10,Woody species,Woody species
2018,Towa,Transport,B,Akitabuki,1,5,Generalist species,Moderate
2018,Towa,Transport,B,Ooawadachisou,1,50,Open land species,Dry
2018,Towa,Transport,B,Seitakaawadachisou,1,60,Open land species,Dry
2018,Towa,Transport,B,Hangonsou,1,20,Open land species,Dry
2018,Towa,Transport,B,Amerika Oniazami,5,15,Open land species,Dry
2018,Towa,Transport,B,Higokusa,1,10,Generalist species,Moderate
2018,Towa,Transport,B,Ezo ichigo,5,20,Woody species,Woody species
2018,Towa,Transport,B,Kumaichigo,5,30,Woody species,Woody species
2018,Towa,Transport,B,Nomurasaki,1,20,Open land species,Dry
2018,Towa,Transport,B,Naginata Koju,1,10,Open land species,Dry
2018,Towa,Transport,B,Ocatranoo,1,5,Open land species,Moderate
2018,Towa,Transport,B,Seiyotampopo,1,5,Open land species,Dry
2018,Towa,Transport,B,Kion,5,20,Open land species,Moderate
2018,Towa,Transport,B,Asada,1,5,Woody species,Woody species
2018,Towa,Transport,B,Tanisoba,1,1,Open land species,Wet
2018,Towa,Transport,B,Suge SP2,1,20,Unknown,Unknown
2018,Towa,Transport,C,Ooawadachisou,5,50,Open land species,Dry
2018,Towa,Transport,C,Seitakaawadachisou,5,150,Open land species,Dry
2018,Towa,Transport,C,Tsurunigakusa,1,15,Forest species,Wet
2018,Towa,Transport,C,Seiyotampopo,1,5,Open land species,Dry
2018,Towa,Transport,C,Poaceae sp7,1,20,Unknown,Unknown
2018,Towa,Transport,C,Ocatranoo,5,15,Open land species,Moderate
2018,Towa,Transport,C,Yamahagi,1,15,Woody species,Woody species
2018,Towa,Transport,C,Naginata Koju,1,10,Open land species,Dry
2018,Towa,Transport,C,Kumaichigo,15,35,Woody species,Woody species
2018,Towa,Transport,C,Amerika Oniazami,5,15,Open land species,Dry
2018,Towa,Transport,C,Himemukashiyomogi,1,15,Open land species,Dry
2018,Towa,Transport,C,Rice SP2,1,15,Unknown,Unknown
2018,Towa,Transport,C,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Transport,C,Higokusa,1,20,Generalist species,Moderate
2018,Towa,Transport,C,Enashihigokusa,5,15,Generalist species,Moderate
2018,Towa,Transport,C,Suge SP,10,20,Unknown,Unknown
2018,Towa,Transport,C,Kohakobe,1,15,Open land species,Wet
2018,Towa,Transport,C,Hangonsou,5,70,Open land species,Dry
2018,Towa,Transport,D,Seitakaawadachisou,5,50,Open land species,Dry
2018,Towa,Transport,D,Kijimushiro,1,10,Open land species,Dry
2018,Towa,Transport,D,Ocatranoo,10,10,Open land species,Moderate
2018,Towa,Transport,D,Kion,1,10,Open land species,Moderate
2018,Towa,Transport,D,Asteraceae sp4,1,10,Unknown,Unknown
2018,Towa,Transport,D,Himemukashiyomogi,1,30,Open land species,Dry
2018,Towa,Transport,D,Amerika Oniazami,1,5,Open land species,Dry
2018,Towa,Transport,D,Kumaichigo,1,15,Woody species,Woody species
2018,Towa,Transport,D,Udaikanba,1,10,Woody species,Woody species
2018,Towa,Transport,D,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Transport,D,Yabumame,1,5,Open land species,Moderate
2018,Towa,Transport,D,Higokusa,5,30,Generalist species,Moderate
2018,Towa,Transport,D,Kumaizasa,5,15,Generalist species,Moderate
2018,Towa,Transport,D,Sansho,1,20,Woody species,Woody species
2018,Towa,Deposition,A,Seitakaawadachisou,25,160,Open land species,Dry
2018,Towa,Deposition,A,Himemukashiyomogi,5,40,Open land species,Dry
2018,Towa,Deposition,A,Kumaichigo,5,30,Woody species,Woody species
2018,Towa,Deposition,A,Fukkisou,5,15,Woody species,Woody species
2018,Towa,Deposition,A,Tsurunigakusa,1,10,Forest species,Wet
2018,Towa,Deposition,A,Taranoki,1,20,Woody species,Woody species
2018,Towa,Deposition,A,Naginata Koju,5,40,Open land species,Dry
2018,Towa,Deposition,A,Poaceae SP,1,40,Unknown,Unknown
2018,Towa,Deposition,A,Amerika Oniazami,1,5,Open land species,Dry
2018,Towa,Deposition,A,Higokusa,15,40,Generalist species,Moderate
2018,Towa,Deposition,A,Asteraceae sp4,1,40,Unknown,Unknown
2018,Towa,Deposition,A,Ezo ichigo,1,10,Woody species,Woody species
2018,Towa,Deposition,A,Unknown 9,1,10,Unknown,Unknown
2018,Towa,Deposition,A,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Deposition,A,Otokoeshi,1,10,Open land species,Moderate
2018,Towa,Deposition,B,Seitakaawadachisou,20,110,Open land species,Dry
2018,Towa,Deposition,B,Ooawadachisou,1,80,Open land species,Dry
2018,Towa,Deposition,B,Himemukashiyomogi,5,120,Open land species,Dry
2018,Towa,Deposition,B,Akitabuki,20,40,Generalist species,Moderate
2018,Towa,Deposition,B,Amerika Oniazami,1,10,Open land species,Dry
2018,Towa,Deposition,B,Onoe willow,1,20,Woody species,Woody species
2018,Towa,Deposition,B,Kumaichigo,10,30,Woody species,Woody species
2018,Towa,Deposition,B,Kijimushiro,1,10,Open land species,Dry
2018,Towa,Deposition,B,Ezo ichigo,1,20,Woody species,Woody species
2018,Towa,Deposition,B,Ocatranoo,1,20,Open land species,Moderate
2018,Towa,Deposition,B,Higokusa,20,60,Generalist species,Moderate
2018,Towa,Deposition,B,Otogirisou,1,30,Open land species,Moderate
2018,Towa,Deposition,B,Naginata Koju,5,30,Open land species,Dry
2018,Towa,Deposition,B,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Deposition,B,Shrubs sp5,1,5,Woody species,Woody species
2018,Towa,Deposition,B,Katabami,1,5,Open land species,Dry
2018,Towa,Deposition,B,Legumes sp4,1,10,Unknown,Unknown
2018,Towa,Deposition,B,Unknown 9,1,5,Unknown,Unknown
2018,Towa,Deposition,B,Harutade,1,30,Open land species,Dry
2018,Towa,Deposition,B,Yamahagi,1,1,Woody species,Woody species
2018,Towa,Deposition,C,Hangonsou,5,90,Open land species,Dry
2018,Towa,Deposition,C,Seitakaawadachisou,40,140,Open land species,Dry
2018,Towa,Deposition,C,Naginata Koju,5,20,Open land species,Dry
2018,Towa,Deposition,C,Sugina,5,15,Open land species,Dry
2018,Towa,Deposition,C,Tsurunigakusa,5,10,Forest species,Wet
2018,Towa,Deposition,C,Harutade,5,10,Open land species,Dry
2018,Towa,Deposition,C,Hanatade,1,10,Forest species,Wet
2018,Towa,Deposition,C,Himemukashiyomogi,5,40,Open land species,Dry
2018,Towa,Deposition,C,Kumaichigo,10,40,Woody species,Woody species
2018,Towa,Deposition,C,Katabami,1,5,Open land species,Dry
2018,Towa,Deposition,C,Kijimushiro,1,1,Open land species,Dry
2018,Towa,Deposition,C,Ainutachitsubo violets,5,10,Generalist species,Dry
2018,Towa,Deposition,C,Ezo ichigo,1,20,Woody species,Woody species
2018,Towa,Deposition,C,Otokoeshi,1,1,Open land species,Moderate
2018,Towa,Deposition,C,Higokusa,30,60,Generalist species,Moderate
2018,Towa,Deposition,D,Seitakaawadachisou,5,60,Open land species,Dry
2018,Towa,Deposition,D,Himemukashiyomogi,1,30,Open land species,Dry
2018,Towa,Deposition,D,Akitabuki,10,20,Generalist species,Moderate
2018,Towa,Deposition,D,Ocatranoo,1,10,Open land species,Moderate
2018,Towa,Deposition,D,Kumaichigo,20,30,Woody species,Woody species
2018,Towa,Deposition,D,Naginata Koju,5,20,Open land species,Dry
2018,Towa,Deposition,D,Sugina,5,10,Open land species,Dry
2018,Towa,Deposition,D,Onoe willow,1,10,Woody species,Woody species
2018,Towa,Deposition,D,Amerika Oniazami,1,5,Open land species,Dry
2018,Towa,Deposition,D,Higokusa,1,25,Generalist species,Moderate
2018,Towa,Deposition,D,Ainutachitsubo violets,1,5,Generalist species,Dry
2018,Towa,Deposition,D,Harutade,1,5,Open land species,Dry
2018,Towa,Deposition,D,Kohakobe,1,5,Open land species,Wet
2018,Towa,Deposition,D,Tanisoba,1,5,Open land species,Wet
2003,353,Initiation,A,Akitabuki,20,40,Generalist species,Moderate
2003,353,Initiation,A,Tachitsubo violets,10,10,Open land species,Dry
2003,353,Initiation,A,Suge SP,5,40,Unknown,Unknown
2003,353,Initiation,A,Ezo ajisai,1,10,Woody species,Woody species
2003,353,Initiation,A,Aodamo,1,1,Woody species,Woody species
2003,353,Initiation,A,Unknown 10,1,10,Unknown,Unknown
2003,353,Initiation,A,Unknown 11,1,5,Unknown,Unknown
2003,353,Initiation,B,Akitabuki,5,10,Generalist species,Moderate
2003,353,Initiation,B,Miyakozasa,20,20,Generalist species,Moderate
2003,353,Initiation,B,Ooawadachisou,5,40,Open land species,Dry
2003,353,Initiation,B,Kitsurifune,1,10,Forest species,Wet
2003,353,Initiation,B,Tachitsubo violets,1,5,Open land species,Dry
2003,353,Initiation,B,Hangonsou,5,40,Open land species,Dry
2003,353,Initiation,B,Sugina,1,10,Open land species,Dry
2003,353,Initiation,B,Shinanoki,1,10,Woody species,Woody species
2003,353,Initiation,B,Inutoubana,5,5,Forest species,Wet
2003,353,Initiation,B,Unknown 12,5,10,Unknown,Unknown
2003,353,Initiation,B,Unknown 13,1,10,Unknown,Unknown
2003,353,Initiation,C,Hangonsou,5,140,Open land species,Dry
2003,353,Initiation,C,Akitabuki,10,40,Generalist species,Moderate
2003,353,Initiation,C,Aomizu,5,5,Forest species,Wet
2003,353,Initiation,C,Seiyotampopo,1,1,Open land species,Dry
2003,353,Initiation,C,Sugina,20,10,Open land species,Dry
2003,353,Initiation,C,Tachitsubo violets,1,5,Open land species,Dry
2003,353,Initiation,C,Unknown 13,1,5,Unknown,Unknown
2003,353,Initiation,C,Unknown 10,1,10,Unknown,Unknown
2003,353,Initiation,C,Suge SP,1,10,Unknown,Unknown
2003,353,Initiation,D,Hangonsou,10,80,Open land species,Dry
2003,353,Initiation,D,Akitabuki,10,20,Generalist species,Moderate
2003,353,Initiation,D,Kitsurifune,5,10,Forest species,Wet
2003,353,Initiation,D,Itayakaede,1,5,Woody species,Woody species
2003,353,Initiation,D,Yamabudou,1,1,Woody species,Woody species
2003,353,Initiation,D,Kumaizasa,5,40,Generalist species,Moderate
2003,353,Initiation,D,Seiyotampopo,1,1,Open land species,Dry
2003,353,Initiation,D,Unknown 14,1,5,Unknown,Unknown
2003,353,Initiation,D,Tachitsubo violets,1,5,Open land species,Dry
2003,353,Initiation,D,Koichiyakusou,1,1,Forest species,Moderate
2003,353,Initiation,D,Umanomitsuba,1,5,Forest species,Wet
2003,353,Transport,A,Akitabuki,25,30,Generalist species,Moderate
2003,353,Transport,A,Enashihigokusa,1,30,Generalist species,Moderate
2003,353,Transport,A,Higokusa,25,50,Generalist species,Moderate
2003,353,Transport,A,Unknown 13,1,5,Unknown,Unknown
2003,353,Transport,A,Koichiyakusou,5,5,Forest species,Moderate
2003,353,Transport,A,Yabumame,1,5,Open land species,Moderate
2003,353,Transport,A,Inukoriyanagi,1,5,Woody species,Woody species
2003,353,Transport,A,Sugina,10,10,Open land species,Dry
2003,353,Transport,A,Hangonsou,5,100,Open land species,Dry
2003,353,Transport,A,Ooawadachisou,5,20,Open land species,Dry
2003,353,Transport,A,Kitsurifune,1,5,Forest species,Wet
2003,353,Transport,A,Tachitsubo violets,5,5,Open land species,Dry
2003,353,Transport,A,Asada,1,5,Woody species,Woody species
2003,353,Transport,B,Hangonsou,40,160,Open land species,Dry
2003,353,Transport,B,Akitabuki,20,30,Generalist species,Moderate
2003,353,Transport,B,Tachitsubo violets,1,5,Open land species,Dry
2003,353,Transport,B,Koichiyakusou,10,5,Forest species,Moderate
2003,353,Transport,B,Aomizu,1,10,Forest species,Wet
2003,353,Transport,B,Kitsurifune,1,5,Forest species,Wet
2003,353,Transport,B,Ezo ichigo,1,20,Woody species,Woody species
2003,353,Transport,B,Momijigasa,1,20,Forest species,Wet
2003,353,Transport,B,Otogirisou,1,5,Open land species,Moderate
2003,353,Transport,B,Katsura,1,10,Woody species,Woody species
2003,353,Transport,B,Sugina,10,20,Open land species,Dry
2003,353,Transport,B,Fern SP,1,5,Unknown,Unknown
2003,353,Transport,B,Higokusa,5,30,Generalist species,Moderate
2003,353,Transport,B,Oobako,1,5,Open land species,Dry
2003,353,Transport,B,Harujion,1,60,Open land species,Moderate
2003,353,Transport,C,Akitabuki,20,20,Generalist species,Moderate
2003,353,Transport,C,Momijigasa,10,20,Forest species,Wet
2003,353,Transport,C,Ooawadachisou,1,10,Open land species,Dry
2003,353,Transport,C,Hangonsou,5,20,Open land species,Dry
2003,353,Transport,C,Sugina,1,20,Open land species,Dry
2003,353,Transport,C,Higokusa,5,10,Generalist species,Moderate
2003,353,Transport,C,Nogariyasu,1,15,Generalist species,Moderate
2003,353,Transport,C,Katsura,1,10,Woody species,Woody species
2003,353,Transport,C,Aomizu,20,10,Forest species,Wet
2003,353,Transport,C,Kitsurifune,1,10,Forest species,Wet
2003,353,Transport,C,Tachitsubo violets,1,5,Open land species,Dry
2003,353,Transport,C,Ezo ichigo,1,10,Woody species,Woody species
2003,353,Transport,D,Inutoubana,10,40,Forest species,Wet
2003,353,Transport,D,Akitabuki,10,50,Generalist species,Moderate
2003,353,Transport,D,Hangonsou,10,140,Open land species,Dry
2003,353,Transport,D,Irakusa,10,10,Forest species,Wet
2003,353,Transport,D,Momijigasa,1,40,Forest species,Wet
2003,353,Transport,D,Tachitsubo violets,1,10,Open land species,Dry
2003,353,Transport,D,Ezo ichigo,1,30,Woody species,Woody species
2003,353,Transport,D,Ooawadachisou,1,10,Open land species,Dry
2003,353,Transport,D,Enashihigokusa,5,20,Generalist species,Moderate
2003,353,Transport,D,Higokusa,15,30,Generalist species,Moderate
2003,353,Transport,D,Iwagarami,1,5,Woody species,Woody species
2003,353,Transport,D,Kurumabasou,1,10,Forest species,Moderate
2003,353,Deposition,A,Akitabuki,1,10,Generalist species,Moderate
2003,353,Deposition,A,Miyakozasa,5,25,Generalist species,Moderate
2003,353,Deposition,A,Momijigasa,5,10,Forest species,Wet
2003,353,Deposition,A,Yamabudou,1,10,Woody species,Woody species
2003,353,Deposition,A,Fern SP,1,5,Unknown,Unknown
2003,353,Deposition,A,Konronsou,1,40,Forest species,Wet
2003,353,Deposition,A,Irakusa,10,10,Forest species,Wet
2003,353,Deposition,A,Inutoubana,1,5,Forest species,Wet
2003,353,Deposition,A,Mizosoba,1,10,Generalist species,Wet
2003,353,Deposition,A,Tanisoba,1,10,Open land species,Wet
2003,353,Deposition,B,Hangonsou,25,110,Open land species,Dry
2003,353,Deposition,B,Miyakozasa,80,40,Generalist species,Moderate
2003,353,Deposition,B,Oshida,20,20,Forest species,Moderate
2003,353,Deposition,B,Momijigasa,15,30,Forest species,Wet
2003,353,Deposition,B,Irakusa,10,10,Forest species,Wet
2003,353,Deposition,B,Inutoubana,1,10,Forest species,Wet
2003,353,Deposition,B,Mizuhiki,5,20,Forest species,Wet
2003,353,Deposition,B,Yabuninjin,5,10,Forest species,Wet
2003,353,Deposition,B,Daikonsou,1,10,Forest species,Wet
2003,353,Deposition,B,Tanisoba,1,10,Open land species,Wet
2003,353,Deposition,B,Suge SP,25,20,Unknown,Unknown
2003,353,Deposition,C,Hangonsou,10,100,Open land species,Dry
2003,353,Deposition,C,Akitabuki,10,40,Generalist species,Moderate
2003,353,Deposition,C,Momijigasa,10,30,Forest species,Wet
2003,353,Deposition,C,Mizosoba,10,30,Generalist species,Wet
2003,353,Deposition,C,Kakidoshi,10,10,Open land species,Moderate
2003,353,Deposition,C,Yabuninjin,5,10,Forest species,Wet
2003,353,Deposition,C,Nekonomeso,5,10,Forest species,Wet
2003,353,Deposition,C,Mizuhiki,1,10,Forest species,Wet
2003,353,Deposition,C,Irakusa,40,20,Forest species,Wet
2003,353,Deposition,C,Aomizu,20,20,Forest species,Wet
2003,353,Deposition,C,Oshida,5,30,Forest species,Moderate
2003,353,Deposition,C,Sawashiba,1,5,Woody species,Woody species
2003,353,Deposition,D,Hangonsou,20,100,Open land species,Dry
2003,353,Deposition,D,Momijigasa,10,20,Forest species,Wet
2003,353,Deposition,D,Mizuhiki,10,30,Forest species,Wet
2003,353,Deposition,D,Irakusa,20,10,Forest species,Wet
2003,353,Deposition,D,Aomizu,20,10,Forest species,Wet
2003,353,Deposition,D,Yachidamo,1,15,Woody species,Woody species
2003,353,Deposition,D,Tanisoba,1,10,Open land species,Wet
2003,353,Deposition,D,Tsurifunesou,1,20,Forest species,Wet
2003,353,Deposition,D,Nekonomeso,10,10,Forest species,Wet
2003,353,Deposition,D,Mizosoba,10,20,Generalist species,Wet
2003,353,Deposition,D,Oshida,5,15,Forest species,Moderate
2003,353,Deposition,D,Shinanoki,1,10,Woody species,Woody species
2003,353,Deposition,D,Akitabuki,1,20,Generalist species,Moderate
2003,353,Deposition,D,Konronsou,1,15,Forest species,Wet
1947,16,Initiation,A,Miyakozasa,95,30,Generalist species,Moderate
1947,16,Initiation,A,Akashide,1,5,Woody species,Woody species
1947,16,Initiation,B,Miyakozasa,80,30,Generalist species,Moderate
1947,16,Initiation,B,Itayakaede,1,10,Woody species,Woody species
1947,16,Initiation,B,Suge SP,5,10,Unknown,Unknown
1947,16,Initiation,C,Miyakozasa,80,40,Generalist species,Moderate
1947,16,Initiation,C,Akashide,1,10,Woody species,Woody species
1947,16,Initiation,C,Yamamomiji,1,5,Woody species,Woody species
1947,16,Initiation,C,Mizunara,1,10,Woody species,Woody species
1947,16,Initiation,C,Suge SP,5,10,Unknown,Unknown
1947,16,Initiation,D,Miyakozasa,70,40,Generalist species,Moderate
1947,16,Initiation,D,Yamamomiji,1,5,Woody species,Woody species
1947,16,Initiation,D,Akashide,1,5,Woody species,Woody species
1947,16,Initiation,D,Suge SP,1,5,Unknown,Unknown
1947,16,Transport,A,Miyakozasa,60,30,Generalist species,Moderate
1947,16,Transport,A,Kitsurifune,1,5,Forest species,Wet
1947,16,Transport,A,Sawashiba,5,5,Woody species,Woody species
1947,16,Transport,A,Yamamomiji,1,5,Woody species,Woody species
1947,16,Transport,A,Mizunara,1,5,Woody species,Woody species
1947,16,Transport,A,Suge SP,1,5,Unknown,Unknown
1947,16,Transport,A,Hanatade,1,5,Forest species,Wet
1947,16,Transport,B,Miyakozasa,70,30,Generalist species,Moderate
1947,16,Transport,B,Mizunara,1,10,Woody species,Woody species
1947,16,Transport,B,Sawashiba,1,5,Woody species,Woody species
1947,16,Transport,B,Aodamo,1,10,Woody species,Woody species
